,Unnamed: 0,rest_cnt,review_cnt,review_link,businessID,addr
85,85,86,227,https://www.yelp.com//biz/rasams-sunnyvale-2?osq=Indian+Vegetarian+Restaurant,br6QmhdIWHt30bMJIWOmyQ,"193 S Murphy Ave, Sunnyvale, CA 94086"
86,86,87,940,https://www.yelp.com//biz/himalayan-kitchen-mountain-view?osq=Indian+Vegetarian+Restaurant,nI28-1V2ynropjYF_e_kSw,"820 E El Camino Real, Mountain View, CA 94040"
87,87,88,210,https://www.yelp.com//biz/everest-cuisine-mountain-view-2?osq=Indian+Vegetarian+Restaurant,R70kF3HWW64DdyJl4Ou8ag,"425 N Whisman Rd, Mountain View, CA 94043"
88,88,89,60,https://www.yelp.com//biz/curry-on-wheels-san-jose-2?osq=Indian+Vegetarian+Restaurant,WZHkoKf49noJYTXAwMUKGg,"326 Commercial St, San Jose, CA 95112"
89,89,90,189,https://www.yelp.com//biz/swathi-tiffins-sunnyvale?osq=Indian+Vegetarian+Restaurant,lAYTvrQ7P3n_k5c8m_MQNQ,"1202 Apollo Way, Sunnyvale, CA 94085"
90,90,91,136,https://www.yelp.com//biz/sagar-sweets-restaurant-san-jose?osq=Indian+Vegetarian+Restaurant,vJbbZX9tAuOxJ4omrnhKqw,"146 George St, San Jose, CA 95110"
91,91,92,231,https://www.yelp.com//biz/biryani-and-kababs-sunnyvale-2?osq=Indian+Vegetarian+Restaurant,p5OWwr5iJl1no0B7Fr3Rww,"897 E El Camino Real, Sunnyvale, CA 94087"
92,92,93,36,https://www.yelp.com//biz/radhe-chaat-express-sunnyvale?osq=Indian+Vegetarian+Restaurant,RW3kSFMgHiNMD9plJkjYFw,"812 W El Camino Real, Sunnyvale, CA 94087"
93,93,94,970,https://www.yelp.com//biz/tofoo-com-chay-san-jose-2?osq=Indian+Vegetarian+Restaurant,6hCYuX14SeyJIuHXdp3AhA,"388 E Santa Clara St, San Jose, CA 95113"
94,94,95,237,https://www.yelp.com//biz/thalappakatti-restaurant-milpitas?osq=Indian+Vegetarian+Restaurant,wcbJItgkFFbLg1v_-763sg,"252 Ranch Dr, Milpitas, CA 95035"
95,95,96,545,https://www.yelp.com//biz/the-mynt-san-jose?osq=Indian+Vegetarian+Restaurant,nmRQqTqNReyM8CCCw4dWJQ,"5210 Prospect Rd, San Jose, CA 95129"
96,96,97,131,https://www.yelp.com//biz/chennai-kings-express-san-jose?osq=Indian+Vegetarian+Restaurant,gmr314oZJjLA_ApHDMtvlg,"457 E San Carlos St, San Jose, CA 95112"
97,97,98,692,https://www.yelp.com//biz/turmeric-restaurant-sunnyvale?osq=Indian+Vegetarian+Restaurant,L4ejsbYDuz9b5qMinXHgCQ,"141 S Murphy Ave, Sunnyvale, CA 94086"
98,98,99,97,https://www.yelp.com//biz/urban-momo-san-jose?osq=Indian+Vegetarian+Restaurant,LHJrCxyL9GkiPSEJtCCJ7Q,"100 N Almaden Ave, San Jose, CA 95110"
99,99,100,95,https://www.yelp.com//biz/maiwand-kabob-house-santa-clara?osq=Indian+Vegetarian+Restaurant,nuZhstG64zWAWtmml4Hnaw,"2915 El Camino Real, Santa Clara, CA 95050"
100,100,101,100,https://www.yelp.com//biz/chennai-grill-sunnyvale?osq=Indian+Vegetarian+Restaurant,uYKVKFIhezH5jivDUOyIzw,"1191 E Arques Ave, Sunnyvale, CA 94085"
101,101,102,437,https://www.yelp.com//biz/garlic-turkish-and-mediterranean-restaurant-santa-clara?osq=Indian+Vegetarian+Restaurant,9_AuiGh0z3hc9N5gzQboRg,"3099 El Camino Real, Santa Clara, CA 95051"
102,102,103,132,https://www.yelp.com//biz/bombay-chaat-house-milpitas-2?osq=Indian+Vegetarian+Restaurant,FXX-L_at8flUw7_c1vRjPg,"454 S Main St, Milpitas, CA 95035"
103,103,104,61,https://www.yelp.com//biz/chaat-palace-san-jose?osq=Indian+Vegetarian+Restaurant,ct3SE4E66f3biWy9ExQTmQ,"1188 S De Anza Blvd, San Jose, CA 95129"
104,104,105,244,https://www.yelp.com//biz/pizza-pub-sunnyvale?osq=Indian+Vegetarian+Restaurant,qv-FSpTclFbiF2xtTnsS5Q,"1342 S Mary Ave, Sunnyvale, CA 94087"
105,105,106,72,https://www.yelp.com//biz/flavors-of-india-san-jose?osq=Indian+Vegetarian+Restaurant,53RSdXbGMQTKIFrNTNEGgw,"4233 Moorpark Ave, San Jose, CA 95129"
106,106,107,132,https://www.yelp.com//biz/ananda-bhavan-milpitas-milpitas?osq=Indian+Vegetarian+Restaurant,B3yJ2t_QYHTXY7KBBkJ7Og,"61 Serra Way, Milpitas, CA 95035"
107,107,108,333,https://www.yelp.com//biz/chaat-house-sunnyvale?osq=Indian+Vegetarian+Restaurant,mVno-tQcDhqPogq5u0vHpQ,"939 W El Camino Real, Sunnyvale, CA 94087"
108,108,109,583,https://www.yelp.com//biz/new-tandoori-cafe-san-jose-2?osq=Indian+Vegetarian+Restaurant,xisbDQUw5WbgG61tYilngA,"5134 Stevens Creek Blvd, San Jose, CA 95129"
109,109,110,556,https://www.yelp.com//biz/sus-mongolian-bbq-santa-clara-2?osq=Indian+Vegetarian+Restaurant,21i3wmJbFTljKr1e8jiQ3g,"1111 El Camino Real, Santa Clara, CA 95050"
110,110,111,57,https://www.yelp.com//biz/tarka-tandoori-san-jose?osq=Indian+Vegetarian+Restaurant,nAQRsgnV8E-MG6Ccf-y6TQ,"1147 S De Anza Blvd, San Jose, CA 95129"
111,111,112,96,https://www.yelp.com//biz/bikaner-indian-cuisine-saratoga?osq=Indian+Vegetarian+Restaurant,S_GLMlQ7c__E_JQucrLq6g,"12100 Saratoga-Sunnyvale Rd, Saratoga, CA 95070"
112,112,113,412,https://www.yelp.com//biz/aachi-aappakadai-sunnyvale?osq=Indian+Vegetarian+Restaurant,KMbHgfgTocjDBHs3_9d_Fw,"1105 W El Camino Real, Sunnyvale, CA 94087"
113,113,114,375,https://www.yelp.com//biz/hyderabad-dum-biryani-milpitas?osq=Indian+Vegetarian+Restaurant,-SfGGQrfeA21f10rLEnBbQ,"55 Dempsey Rd, Milpitas, CA 95035"
114,114,115,281,https://www.yelp.com//biz/milan-indian-cuisine-milpitas?osq=Indian+Vegetarian+Restaurant,rxW8jThMVH1a2wJVVntmBQ,"420 S Main St, Milpitas, CA 95035"
115,115,116,441,https://www.yelp.com//biz/rajjot-sweet-and-snacks-sunnyvale?osq=Indian+Vegetarian+Restaurant,nXz_l40ocWXcV3esdUx7rQ,"1234 S Wolfe Rd, Sunnyvale, CA 94086"
116,116,117,134,https://www.yelp.com//biz/mortar-and-pestle-bar-san-jose?osq=Indian+Vegetarian+Restaurant,4zU4S0ytHfl4vcmMbW2rhQ,"3250 Zanker Rd, San Jose, CA 95134"
117,117,118,246,https://www.yelp.com//biz/swagat-indian-cuisine-milpitas?osq=Indian+Vegetarian+Restaurant,0lgL4LNF3xpNhKdA_ROK1g,"68 S Abel St, Milpitas, CA 95035"
118,118,119,899,https://www.yelp.com//biz/gulzaar-halal-restaurant-and-catering-san-jose-7?osq=Indian+Vegetarian+Restaurant,GJoeiFWmPPLYidwzC9iJmw,"1880 W San Carlos St, San Jose, CA 95128"
119,119,120,380,https://www.yelp.com//biz/veggie-grill-san-jose-3?osq=Indian+Vegetarian+Restaurant,3iIYqJ4adrW_Gw3lwnrFMg,"1692 Saratoga Ave, San Jose, CA 95129"
120,120,121,755,https://www.yelp.com//biz/anjappar-chettinad-indian-restaurant-milpitas?osq=Indian+Vegetarian+Restaurant,bWmk1Bx-Ad7NxGbKryeYjQ,"458 Barber Ln, Milpitas, CA 95035"
121,121,122,315,https://www.yelp.com//biz/parktown-pizza-company-milpitas?osq=Indian+Vegetarian+Restaurant,FYu54UxJzJuM10h0epAtgw,"1350 S Park Victoria Dr, Milpitas, CA 95035"
122,122,123,322,https://www.yelp.com//biz/pista-house-milpitas-milpitas?osq=Indian+Vegetarian+Restaurant,VlxoP0XvrkhyQ4NV4qeWIw,"556 S Milpitas Blvd, Milpitas, CA 95035"
123,123,124,34,https://www.yelp.com//biz/tandoor-house-san-jose?osq=Indian+Vegetarian+Restaurant,yNyuaj0eK9Kk7Jy98LGeNg,"1751 N 1st St, San Jose, CA 95112"
124,124,125,3172,https://www.yelp.com//biz/yard-house-san-jose-2?osq=Indian+Vegetarian+Restaurant,MRlHo4kxMHRVj5iUyvxZQA,"300 Santana Row, San Jose, CA 95128"
125,125,126,132,https://www.yelp.com//biz/saravana-bhavan-milpitas?osq=Indian+Vegetarian+Restaurant,028aRb4TBxlhRnN0NmgkWg,"438 Barber Ln, Milpitas, CA 95035"
126,126,127,663,https://www.yelp.com//biz/shah-restaurant-sunnyvale?osq=Indian+Vegetarian+Restaurant,HJbHMaeOXLFQSaUjCXjLOg,"962 W El Camino Real, Sunnyvale, CA 94087"
127,127,128,550,https://www.yelp.com//biz/tandoori-oven-san-jose-2?osq=Indian+Vegetarian+Restaurant,pG2jNr-OycLyWMR6Gy9izA,"150 S 1st St, San Jose, CA 95113"
128,128,129,304,https://www.yelp.com//biz/bikaner-sweets-chaat-cafe-sunnyvale-2?osq=Indian+Vegetarian+Restaurant,Pq3O6Xij_b0l0EtMeRPL9w,"808 W El Camino Real, Sunnyvale, CA 94087"
129,129,130,306,https://www.yelp.com//biz/cafe-falafel-grill-santa-clara?osq=Indian+Vegetarian+Restaurant,TDKAF5cq2j7NEvjiRx4Svg,"4300 Great America Pkwy, Santa Clara, CA 95054"
130,130,131,73,https://www.yelp.com//biz/aria-dining-and-banquets-milpitas?osq=Indian+Vegetarian+Restaurant,FFX3mRJ8Uo2diMActL9YgA,"212 Ranch Dr, Milpitas, CA 95035"
131,131,132,3,https://www.yelp.com//biz/moveable-feast-santa-clara?osq=Indian+Vegetarian+Restaurant,ekbIEZyHmZBDcPPbJ5t9Dw,"3000 Mission College Blvd, Santa Clara, CA 95054"
132,132,133,254,https://www.yelp.com//biz/milan-sweet-center-milpitas?osq=Indian+Vegetarian+Restaurant,DkLbJIojNZLI9BboyCaquA,"296 S Abel St, Milpitas, CA 95035"
133,133,134,192,https://www.yelp.com//biz/bawarchi-sunnyvale-4?osq=Indian+Vegetarian+Restaurant,3T4QqiDwZ0BeURsCUKKF2A,"594 E Elcamino Real, Sunnyvale, CA 94087"
134,134,135,455,https://www.yelp.com//biz/bombay-to-goa-sunnyvale?osq=Indian+Vegetarian+Restaurant,tpD_dWYgdrHWvI_nCVx5wg,"151 E El Camino Real, Sunnyvale, CA 94087"
135,135,136,465,https://www.yelp.com//biz/inchins-bamboo-garden-san-jose?osq=Indian+Vegetarian+Restaurant,xH3QpLuDWfUa9OiuJJsq9A,"55 River Oaks Pl, San Jose, CA 95134"
136,136,137,395,https://www.yelp.com//biz/biryaniz-milpitas?osq=Indian+Vegetarian+Restaurant,w_zUUGPZWluduIICkDKdSQ,"18 S Abbott Ave, Milpitas, CA 95035"
137,137,138,10,https://www.yelp.com//biz/shaan-cupertino-2?osq=Indian+Vegetarian+Restaurant,ajKk1p1eB1VRaLHlXPvoTw,"Cupertino, CA 95014"
